passengerid,sex,age,pclass,fare,parch,sibsp,embarked,survived
462,male,34.0,3,8.05,0,0,S,0
453,male,30.0,1,27.75,0,0,C,0
584,male,36.0,1,40.125,0,0,C,0
19,female,31.0,3,18.0,0,1,S,0
359,female,29.69911764705882,3,7.8792,0,0,Q,1
723,male,34.0,2,13.0,0,0,S,0
791,male,29.69911764705882,3,7.75,0,0,Q,0
737,female,48.0,3,34.375,3,1,S,0
507,female,33.0,2,26.0,2,0,S,1
804,male,0.42,3,8.5167,1,0,C,1
872,female,47.0,1,52.5542,1,1,S,1
796,male,39.0,2,13.0,0,0,S,0
836,female,39.0,1,83.1583,1,1,C,1
106,male,28.0,3,7.8958,0,0,S,0
656,male,24.0,2,73.5,0,2,S,0
679,female,43.0,3,46.9,6,1,S,0
142,female,22.0,3,7.75,0,0,S,1
91,male,29.0,3,8.05,0,0,S,0
683,male,20.0,3,9.225,0,0,S,0
200,female,24.0,2,13.0,0,0,S,0
82,male,29.0,3,9.5,0,0,S,1
287,male,30.0,3,9.5,0,0,S,1
606,male,36.0,3,15.55,0,1,S,0
37,male,29.69911764705882,3,7.2292,0,0,C,1
692,female,4.0,3,13.4167,1,0,C,1
331,female,29.69911764705882,3,23.25,0,2,Q,1
160,male,29.69911764705882,3,69.55,2,8,S,0
426,male,29.69911764705882,3,7.25,0,0,S,0
511,male,29.0,3,7.75,0,0,Q,1
354,male,25.0,3,17.8,0,1,S,0
264,male,40.0,1,0.0,0,0,S,0
787,female,18.0,3,7.4958,0,0,S,1
124,female,32.5,2,13.0,0,0,S,1
313,female,26.0,2,26.0,1,1,S,0
296,male,29.69911764705882,1,27.7208,0,0,C,0
444,female,28.0,2,13.0,0,0,S,1
886,female,39.0,3,29.125,5,0,Q,0
741,male,29.69911764705882,1,30.0,0,0,S,1
601,female,24.0,2,27.0,1,2,S,1
638,male,31.0,2,26.25,1,1,S,0
467,male,29.69911764705882,2,0.0,0,0,S,0
395,female,24.0,3,16.7,2,0,S,1
64,male,4.0,3,27.9,2,3,S,0
520,male,32.0,3,7.8958,0,0,S,0
728,female,29.69911764705882,3,7.7375,0,0,Q,1
73,male,21.0,2,73.5,0,0,S,0
197,male,29.69911764705882,3,7.75,0,0,Q,0
809,male,39.0,2,13.0,0,0,S,0
237,male,44.0,2,26.0,0,1,S,0
133,female,47.0,3,14.5,0,1,S,0
50,female,18.0,3,17.8,0,1,S,0
593,male,47.0,3,7.25,0,0,S,0
110,female,29.69911764705882,3,24.15,0,1,Q,1
552,male,27.0,2,26.0,0,0,S,0
598,male,49.0,3,0.0,0,0,S,0
3,female,26.0,3,7.925,0,0,S,1
435,male,50.0,1,55.9,0,1,S,0
629,male,26.0,3,7.8958,0,0,S,0
183,male,9.0,3,31.3875,2,4,S,0
543,female,11.0,3,31.275,2,4,S,0
665,male,20.0,3,7.925,0,1,S,1
750,male,31.0,3,7.75,0,0,Q,0
309,male,30.0,2,24.0,0,1,C,0
41,female,40.0,3,9.475,0,1,S,0
570,male,32.0,3,7.8542,0,0,S,1
494,male,71.0,1,49.5042,0,0,C,0
345,male,36.0,2,13.0,0,0,S,0
138,male,37.0,1,53.1,0,1,S,0
881,female,25.0,2,26.0,1,0,S,1
642,female,24.0,1,69.3,0,0,C,1
322,male,27.0,3,7.8958,0,0,S,0
566,male,24.0,3,24.15,0,2,S,0
624,male,21.0,3,7.8542,0,0,S,0
471,male,29.69911764705882,3,7.25,0,0,S,0
660,male,58.0,1,113.275,2,0,C,0
818,male,31.0,2,37.0042,1,1,C,0
561,male,29.69911764705882,3,7.75,0,0,Q,0
674,male,31.0,2,13.0,0,0,S,1
318,male,54.0,2,14.0,0,0,S,0
831,female,15.0,3,14.4542,0,1,C,1
688,male,19.0,3,10.1708,0,0,S,0
188,male,45.0,1,26.55,0,0,S,1
156,male,51.0,1,61.3792,1,0,C,0
319,female,31.0,1,164.8667,2,0,S,1
323,female,30.0,2,12.35,0,0,Q,1
855,female,44.0,2,26.0,0,1,S,0
382,female,1.0,3,15.7417,2,0,C,1
800,female,30.0,3,24.15,1,1,S,0
530,male,23.0,2,11.5,1,2,S,0
828,male,1.0,2,37.0042,2,0,C,1
305,male,29.69911764705882,3,8.05,0,0,S,0
4,female,35.0,1,53.1,0,1,S,1
431,male,28.0,1,26.55,0,0,S,1
445,male,29.69911764705882,3,8.1125,0,0,S,1
625,male,21.0,3,16.1,0,0,S,0
224,male,29.69911764705882,3,7.8958,0,0,S,0
850,female,29.69911764705882,1,89.1042,0,1,C,1
729,male,25.0,2,26.0,0,1,S,0
201,male,28.0,3,9.5,0,0,S,0
611,female,39.0,3,31.275,5,1,S,0
292,female,19.0,1,91.0792,0,1,C,1
83,female,29.69911764705882,3,7.7875,0,0,Q,1
634,male,29.69911764705882,1,0.0,0,0,S,0
206,female,2.0,3,10.4625,1,0,S,0
684,male,14.0,3,46.9,2,5,S,0
832,male,0.83,2,18.75,1,1,S,1
553,male,29.69911764705882,3,7.8292,0,0,Q,0
242,female,29.69911764705882,3,15.5,0,1,Q,1
229,male,18.0,2,13.0,0,0,S,0
189,male,40.0,3,15.5,1,1,Q,0
823,male,38.0,1,0.0,0,0,S,0
210,male,40.0,1,31.0,0,0,C,1
193,female,19.0,3,7.8542,0,1,S,1
706,male,39.0,2,26.0,0,0,S,0
733,male,29.69911764705882,2,0.0,0,0,S,0
170,male,28.0,3,56.4958,0,0,S,0
585,male,29.69911764705882,3,8.7125,0,0,C,0
15,female,14.0,3,7.8542,0,0,S,0
74,male,26.0,3,14.4542,0,1,C,0
350,male,42.0,3,8.6625,0,0,S,0
233,male,59.0,2,13.5,0,0,S,0
60,male,11.0,3,46.9,2,5,S,0
413,female,33.0,1,90.0,0,1,Q,1
661,male,50.0,1,133.65,0,2,S,1
602,male,29.69911764705882,3,7.8958,0,0,S,0
724,male,50.0,2,13.0,0,0,S,0
404,male,28.0,3,15.85,0,1,S,0
256,female,29.0,3,15.2458,2,0,C,1
355,male,29.69911764705882,3,7.225,0,0,C,0
891,male,32.0,3,7.75,0,0,Q,0
378,male,27.0,1,211.5,2,0,C,0
783,male,29.0,1,30.0,0,0,S,0
841,male,20.0,3,7.925,0,0,S,0
774,male,29.69911764705882,3,7.225,0,0,C,0
599,male,29.69911764705882,3,7.225,0,0,C,0
152,female,22.0,1,66.6,0,1,S,1
215,male,29.69911764705882,3,7.75,0,1,Q,0
198,male,42.0,3,8.4042,1,0,S,0
283,male,16.0,3,9.5,0,0,S,0
454,male,49.0,1,89.1042,0,1,C,1
56,male,29.69911764705882,1,35.5,0,0,S,1
116,male,21.0,3,7.925,0,0,S,0
837,male,21.0,3,8.6625,0,0,S,0
247,female,25.0,3,7.775,0,0,S,0
486,female,29.69911764705882,3,25.4667,1,3,S,0
797,female,49.0,1,25.9292,0,0,S,1
9,female,27.0,3,11.1333,2,0,S,1
51,male,7.0,3,39.6875,1,4,S,0
693,male,29.69911764705882,3,56.4958,0,0,S,1
175,male,56.0,1,30.6958,0,0,C,0
477,male,34.0,2,21.0,0,1,S,0
747,male,16.0,3,20.25,1,1,S,0
756,male,0.67,2,14.5,1,1,S,1
512,male,29.69911764705882,3,8.05,0,0,S,0
535,female,30.0,3,8.6625,0,0,S,0
864,female,29.69911764705882,3,69.55,2,8,S,0
238,female,8.0,2,26.25,2,0,S,1
33,female,29.69911764705882,3,7.75,0,0,Q,1
166,male,9.0,3,20.525,2,0,S,1
463,male,47.0,1,38.5,0,0,S,0
38,male,21.0,3,8.05,0,0,S,0
594,female,29.69911764705882,3,7.75,2,0,Q,0
184,male,1.0,2,39.0,1,2,S,1
332,male,45.5,1,28.5,0,0,S,0
139,male,16.0,3,9.2167,0,0,S,0
102,male,29.69911764705882,3,7.8958,0,0,S,0
157,female,16.0,3,7.7333,0,0,Q,1
788,male,8.0,3,29.125,1,4,Q,0
580,male,32.0,3,7.925,0,0,S,1
387,male,1.0,3,46.9,2,5,S,0
878,male,19.0,3,7.8958,0,0,S,0
92,male,20.0,3,7.8542,0,0,S,0
742,male,36.0,1,78.85,0,1,S,0
422,male,21.0,3,7.7333,0,0,Q,0
436,female,14.0,1,120.0,2,1,S,1
24,male,28.0,1,35.5,0,0,S,1
65,male,29.69911764705882,1,27.7208,0,0,C,0
760,female,33.0,1,86.5,0,0,S,1
846,male,42.0,3,7.55,0,0,S,0
472,male,38.0,3,8.6625,0,0,S,0
468,male,56.0,1,26.55,0,0,S,0
701,female,18.0,1,227.525,0,1,C,1
260,female,50.0,2,26.0,1,0,S,1
689,male,18.0,3,7.7958,0,0,S,0
29,female,29.69911764705882,3,7.8792,0,0,Q,1
418,female,18.0,2,13.0,2,0,S,1
495,male,21.0,3,8.05,0,0,S,0
738,male,35.0,1,512.3292,0,0,C,1
427,female,28.0,2,26.0,0,1,S,1
125,male,54.0,1,77.2875,1,0,S,0
639,female,41.0,3,39.6875,5,0,S,0
314,male,28.0,3,7.8958,0,0,S,0
337,male,29.0,1,66.6,0,1,S,0
490,male,9.0,3,15.9,1,1,S,1
279,male,7.0,3,29.125,1,4,Q,0
562,male,40.0,3,7.8958,0,0,S,0
134,female,29.0,2,26.0,0,1,S,1
300,female,50.0,1,247.5208,1,0,C,1
120,female,2.0,3,31.275,2,4,S,0
620,male,26.0,2,10.5,0,0,S,0
576,male,19.0,3,14.5,0,0,S,0
369,female,29.69911764705882,3,7.75,0,0,Q,1
710,male,29.69911764705882,3,15.2458,1,1,C,1
607,male,30.0,3,7.8958,0,0,S,0
297,male,23.5,3,7.2292,0,0,C,0
549,male,33.0,3,20.525,1,1,S,0
391,male,36.0,1,120.0,2,1,S,1
873,male,33.0,1,5.0,0,0,S,0
526,male,40.5,3,7.75,0,0,Q,0
373,male,19.0,3,8.05,0,0,S,0
396,male,22.0,3,7.7958,0,0,S,0
751,female,4.0,2,23.0,1,1,S,1
567,male,19.0,3,7.8958,0,0,S,0
652,female,18.0,2,23.0,1,0,S,1
882,male,33.0,3,7.8958,0,0,S,0
666,male,32.0,2,73.5,0,2,S,0
107,female,21.0,3,7.65,0,0,S,1
792,male,16.0,2,26.0,0,0,S,0
161,male,44.0,3,16.1,1,0,S,0
508,male,29.69911764705882,1,26.55,0,0,S,1
765,male,16.0,3,7.775,0,0,S,0
143,female,24.0,3,15.85,0,1,S,1
779,male,29.69911764705882,3,7.7375,0,0,Q,0
544,male,32.0,2,26.0,0,1,S,1
409,male,21.0,3,7.775,0,0,S,0
814,female,6.0,3,31.275,2,4,S,0
10,female,14.0,2,30.0708,0,1,C,1
657,male,29.69911764705882,3,7.8958,0,0,S,0
675,male,29.69911764705882,2,0.0,0,0,S,0
648,male,56.0,1,35.5,0,0,C,1
328,female,36.0,2,13.0,0,0,S,1
616,female,24.0,2,65.0,2,1,S,1
47,male,29.69911764705882,3,15.5,0,1,Q,0
869,male,29.69911764705882,3,9.5,0,0,S,0
341,male,2.0,2,26.0,1,1,S,1
571,male,62.0,2,10.5,0,0,S,1
79,male,0.83,2,29.0,2,0,S,1
558,male,29.69911764705882,1,227.525,0,0,C,0
274,male,37.0,1,29.7,1,0,C,0
517,female,34.0,2,10.5,0,0,S,1
670,female,29.69911764705882,1,52.0,0,1,S,1
251,male,29.69911764705882,3,7.25,0,0,S,0
111,male,47.0,1,52.0,0,0,S,0
715,male,52.0,2,13.0,0,0,S,0
503,female,29.69911764705882,3,7.6292,0,0,Q,0
97,male,71.0,1,34.6542,0,0,C,0
346,female,24.0,2,13.0,0,0,S,1
440,male,31.0,2,10.5,0,0,S,0
805,male,27.0,3,6.975,0,0,S,1
459,female,50.0,2,10.5,0,0,S,1
481,male,9.0,3,46.9,2,5,S,0
288,male,22.0,3,7.8958,0,0,S,0
148,female,9.0,3,34.375,2,2,S,0
643,female,2.0,3,27.9,2,3,S,0
698,female,29.69911764705882,3,7.7333,0,0,Q,1
819,male,43.0,3,6.45,0,0,S,0
887,male,27.0,2,13.0,0,0,S,0
521,female,30.0,1,93.5,0,0,S,1
265,female,29.69911764705882,3,7.75,0,0,Q,0
42,female,27.0,2,21.0,0,1,S,0
88,male,29.69911764705882,3,8.05,0,0,S,0
364,male,35.0,3,7.05,0,0,S,0
671,female,40.0,2,39.0,1,1,S,1
793,female,29.69911764705882,3,69.55,2,8,S,0
400,female,28.0,2,12.65,0,0,S,1
784,male,29.69911764705882,3,23.45,2,1,S,0
20,female,29.69911764705882,3,7.225,0,0,C,1
374,male,22.0,1,135.6333,0,0,C,0
577,female,34.0,2,13.0,0,0,S,1
658,female,32.0,3,15.5,1,1,Q,0
680,male,36.0,1,512.3292,1,0,C,1
856,female,18.0,3,9.35,1,0,S,1
662,male,40.0,3,7.225,0,0,C,0
310,female,30.0,1,56.9292,0,0,C,1
315,male,43.0,2,26.25,1,1,S,0
711,female,24.0,1,49.5042,0,0,C,1
621,male,27.0,3,14.4542,0,1,C,0
89,female,23.0,1,263.0,2,3,S,1
734,male,23.0,2,13.0,0,0,S,0
739,male,29.69911764705882,3,7.8958,0,0,S,0
207,male,32.0,3,15.85,0,1,S,0
801,male,34.0,2,13.0,0,0,S,0
775,female,54.0,2,23.0,3,1,S,1
66,male,29.69911764705882,3,15.2458,1,1,C,1
513,male,36.0,1,26.2875,0,0,S,1
694,male,25.0,3,7.225,0,0,C,0
676,male,18.0,3,7.775,0,0,S,0
135,male,25.0,2,13.0,0,0,S,0
275,female,29.69911764705882,3,7.75,0,0,Q,1
48,female,29.69911764705882,3,7.75,0,0,Q,1
158,male,30.0,3,8.05,0,0,S,0
540,female,22.0,1,49.5,2,0,C,1
842,male,16.0,2,10.5,0,0,S,0
61,male,22.0,3,7.2292,0,0,C,0
360,female,29.69911764705882,3,7.8792,0,0,Q,1
234,female,5.0,3,31.3875,2,4,S,1
293,male,36.0,2,12.875,0,0,C,0
397,female,31.0,3,7.8542,0,0,S,0
117,male,70.5,3,7.75,0,0,Q,0
57,female,21.0,2,10.5,0,0,S,1
329,female,31.0,3,20.525,1,1,S,1
473,female,33.0,2,27.75,2,1,S,1
419,male,30.0,2,13.0,0,0,S,0
766,female,51.0,1,77.9583,0,1,S,1
603,male,29.69911764705882,1,42.4,0,0,S,0
252,female,29.0,3,10.4625,1,1,S,0
617,male,34.0,3,14.4,1,1,S,0
487,female,35.0,1,90.0,0,1,S,1
725,male,27.0,1,53.1,0,1,S,1
699,male,49.0,1,110.8833,1,1,C,0
770,male,32.0,3,8.3625,0,0,S,0
586,female,18.0,1,79.65,2,0,S,1
194,male,3.0,2,26.0,1,1,S,1
220,male,30.0,2,10.5,0,0,S,0
482,male,29.69911764705882,2,0.0,0,0,S,0
199,female,29.69911764705882,3,7.75,0,0,Q,1
829,male,29.69911764705882,3,7.75,0,0,Q,1
865,male,24.0,2,13.0,0,0,S,0
554,male,22.0,3,7.225,0,0,C,1
342,female,24.0,1,263.0,2,3,S,1
112,female,14.5,3,14.4542,0,1,C,0
590,male,29.69911764705882,3,8.05,0,0,S,0
176,male,18.0,3,7.8542,1,1,S,0
824,female,27.0,3,12.475,1,0,S,1
860,male,29.69911764705882,3,7.2292,0,0,C,0
306,male,0.92,1,151.55,2,1,S,1
153,male,55.5,3,8.05,0,0,S,0
716,male,19.0,3,7.65,0,0,S,0
243,male,29.0,2,10.5,0,0,S,0
126,male,12.0,3,11.2417,0,1,C,1
324,female,22.0,2,29.0,1,1,S,1
423,male,29.0,3,7.875,0,0,S,0
644,male,29.69911764705882,3,56.4958,0,0,S,1
11,female,4.0,3,16.7,1,1,S,1
851,male,4.0,3,31.275,2,4,S,0
761,male,29.69911764705882,3,14.5,0,0,S,0
356,male,28.0,3,9.5,0,0,S,0
450,male,52.0,1,30.5,0,0,S,1
261,male,29.69911764705882,3,7.75,0,0,Q,0
833,male,29.69911764705882,3,7.2292,0,0,C,0
504,female,37.0,3,9.5875,0,0,S,0
667,male,25.0,2,13.0,0,0,S,0
608,male,27.0,1,30.5,0,0,S,1
298,female,2.0,1,151.55,2,1,S,0
70,male,26.0,3,8.6625,0,2,S,0
225,male,38.0,1,90.0,0,1,S,1
211,male,24.0,3,7.05,0,0,S,0
626,male,61.0,1,32.3208,0,0,S,0
216,female,31.0,1,113.275,0,1,C,1
333,male,38.0,1,153.4625,1,0,S,0
428,female,19.0,2,26.0,0,0,S,1
568,female,29.0,3,21.075,4,0,S,0
478,male,29.0,3,7.0458,0,1,S,0
653,male,21.0,3,8.4333,0,0,S,0
464,male,48.0,2,13.0,0,0,S,0
491,male,29.69911764705882,3,19.9667,0,1,S,0
379,male,20.0,3,4.0125,0,0,C,0
581,female,25.0,2,30.0,1,1,S,1
545,male,50.0,1,106.425,0,1,C,0
720,male,33.0,3,7.775,0,0,S,0
43,male,29.69911764705882,3,7.8958,0,0,C,0
630,male,29.69911764705882,3,7.7333,0,0,Q,0
130,male,45.0,3,6.975,0,0,S,0
702,male,35.0,1,26.2875,0,0,S,1
289,male,42.0,2,13.0,0,0,S,1
563,male,28.0,2,13.5,0,0,S,0
121,male,21.0,2,73.5,0,2,S,0
810,female,33.0,1,53.1,0,1,S,1
405,female,20.0,3,8.6625,0,0,S,0
351,male,23.0,3,9.225,0,0,S,0
338,female,41.0,1,134.5,0,0,C,1
441,female,45.0,2,26.25,1,1,S,1
98,male,23.0,1,63.3583,1,0,C,1
432,female,29.69911764705882,3,16.1,0,1,S,1
446,male,4.0,1,81.8583,2,0,S,1
437,female,21.0,3,34.375,2,2,S,0
752,male,6.0,3,12.475,1,0,S,1
806,male,31.0,3,7.775,0,0,S,0
75,male,32.0,3,56.4958,0,0,S,1
284,male,19.0,3,8.05,0,0,S,1
572,female,53.0,1,51.4792,0,2,S,1
838,male,29.69911764705882,3,8.05,0,0,S,0
388,female,36.0,2,13.0,0,0,S,1
635,female,9.0,3,27.9,2,3,S,0
518,male,29.69911764705882,3,24.15,0,0,Q,0
149,male,36.5,2,26.0,2,0,S,0
612,male,29.69911764705882,3,7.05,0,0,S,0
270,female,35.0,1,135.6333,0,0,S,1
180,male,36.0,3,0.0,0,0,S,0
5,male,35.0,3,8.05,0,0,S,0
52,male,21.0,3,7.8,0,0,S,0
383,male,32.0,3,7.925,0,0,S,0
685,male,60.0,2,39.0,1,1,S,0
757,male,28.0,3,7.7958,0,0,S,0
39,female,18.0,3,18.0,0,2,S,0
815,male,30.5,3,8.05,0,0,S,0
455,male,29.69911764705882,3,8.05,0,0,S,0
748,female,30.0,2,13.0,0,0,S,1
649,male,29.69911764705882,3,7.55,0,0,S,0
25,female,8.0,3,21.075,1,3,S,0
743,female,21.0,1,262.375,2,2,C,1
392,male,21.0,3,7.7958,0,0,S,1
798,female,31.0,3,8.6833,0,0,S,1
34,male,66.0,2,10.5,0,0,S,0
202,male,29.69911764705882,3,69.55,2,8,S,0
167,female,29.69911764705882,1,55.0,1,0,S,1
347,female,40.0,2,13.0,0,0,S,1
879,male,29.69911764705882,3,7.8958,0,0,S,0
144,male,19.0,3,6.75,0,0,Q,0
266,male,36.0,2,10.5,0,0,S,0
496,male,29.69911764705882,3,14.4583,0,0,C,0
301,female,29.69911764705882,3,7.75,0,0,Q,1
888,female,19.0,1,30.0,0,0,S,1
559,female,39.0,1,79.65,1,1,S,1
257,female,29.69911764705882,1,79.2,0,0,C,1
847,male,29.69911764705882,3,69.55,2,8,S,0
162,female,40.0,2,15.75,0,0,S,1
536,female,7.0,2,26.25,2,0,S,1
789,male,1.0,3,20.575,2,1,S,1
16,female,55.0,2,16.0,0,0,S,1
883,female,22.0,3,10.5167,0,0,S,0
365,male,29.69911764705882,3,15.5,0,1,Q,0
527,female,50.0,2,10.5,0,0,S,1
108,male,29.69911764705882,3,7.775,0,0,S,1
84,male,28.0,1,47.1,0,0,S,0
509,male,28.0,3,22.525,0,0,S,0
185,female,4.0,3,22.025,2,0,S,1
93,male,46.0,1,61.175,0,1,S,0
522,male,22.0,3,7.8958,0,0,S,0
469,male,29.69911764705882,3,7.725,0,0,Q,0
595,male,37.0,2,26.0,0,1,S,0
414,male,29.69911764705882,2,0.0,0,0,S,0
707,female,45.0,2,13.5,0,0,S,1
103,male,21.0,1,77.2875,1,0,S,0
239,male,19.0,2,10.5,0,0,S,0
171,male,61.0,1,33.5,0,0,S,0
531,female,2.0,2,26.0,1,1,S,1
874,male,47.0,3,9.0,0,0,S,0
248,female,24.0,2,14.5,2,0,S,1
892,male,43.94791505980748,3,21.82263987710906,0,0,S,0
893,male,63.51128023650535,1,6.307266860825393,0,0,S,0
894,female,64.67063591164853,3,44.464328091582104,2,5,Q,0
895,male,20.774831563634212,3,17.904015722189648,0,0,S,0
896,male,73.63943628809729,2,1.5517534488185412,0,0,S,0
897,male,44.26259895154813,3,10.20042980768553,0,0,S,0
898,male,37.53197946139376,2,8.978497411854658,0,0,S,0
899,male,7.115963264382913,3,260.15625881648884,0,1,C,0
900,male,23.811536763600643,3,9.418120080447137,0,0,S,0
